SMILES,pACT_Value,Molecule_ChEMBL_ID,Molecule_Name,split
CCOc1cccc(N2C[C@H]3[C@@H](CS[C@]4(C(=O)Nc5cccc(Br)c54)[C@@H]3c3ccc(Br)cc3)CC2=O)c1,5.4,CHEMBL4105189,,train
CC(C)(C)NC(=O)C(c1c(C(=O)O)[nH]c2cc(Cl)ccc12)N(C=O)CCc1ccc(OCc2ccc(Br)cc2)cc1,5.4,CHEMBL4451740,,train
Cc1cccc(NC(c2ccc(C(F)(F)F)cc2)c2ccc3cccnc3c2O)n1,5.4,CHEMBL3703678,,train
CCOC(=O)c1[nH]c2cc(Cl)ccc2c1C(C(=O)NCc1ccccc1)N(CC(C)C)C(C)=O,5.4,CHEMBL3956343,,train
CC(C)(C)NC(=O)C(c1c(C(=O)O)[nH]c2cc(Cl)ccc12)N(C=O)Cc1ccc(Cl)nc1,5.4,CHEMBL3966797,,train
Cn1cc/c(=N\C=C(C#N)C#N)c2ccccc21,5.4,CHEMBL3194976,,train
CC(C)C[C@@H](NC(=O)[C@@H](CC(=O)O)NC(=O)[C@@H](CCC(=O)O)NC(=O)[C@H](NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CCC(=O)O)NC(=O)C(C)(C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](NC(=O)[C@@H](C)N)[C@@H](C)O)C(C)C)C(=O)N[C@H](CC(N)=O)C(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(Br)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O,5.4,CHEMBL4213908,,train
COCCOc1ccccc1N1CCN(C(=O)[C@]2(Oc3ccc(C(F)(F)F)cc3)C[C@@H](C)CN(C(=O)c3cnccc3C(F)(F)F)C2)CC1,5.4,CHEMBL3233589,,train
CCC[C@H]1N(C(=O)c2cnccc2C(F)(F)F)CCC[C@@]1(Oc1ccc(C(F)(F)F)cc1)C(=O)N1CCC(Oc2ccc(Cl)cc2)CC1,5.39,CHEMBL3799970,,train
O=C1C[C@@H]2CS[C@]3(C(=O)Nc4cccc(Br)c43)[C@H](c3ccc(Br)cc3)[C@H]2CN1c1ccccc1,5.39,CHEMBL4068639,,train
Cc1cccc(-c2nc3nc(C(=O)O)nc(NCC4CC4)c3n2Cc2ccc(Cl)cc2)c1,5.39,CHEMBL6053771,,train
O=C1C[C@@H]2CS[C@]3(C(=O)Nc4cccc(Br)c43)[C@H](c3ccc(Br)cc3)[C@H]2CN1c1ccccc1F,5.39,CHEMBL4098502,,train
CN1C(=O)[C@@H](Cc2ccccc2)O[C@H](c2cccc(Cl)c2)[C@@H]1c1ccc(Cl)cc1,5.39,CHEMBL5946358,,val
CCC[C@H]1N(C(=O)c2cnccc2C(F)(F)F)CCC[C@@]1(Oc1ccc(C(F)(F)F)cc1)C(=O)N1CCC(Oc2cc(CN)ccn2)CC1,5.39,CHEMBL3800088,,train
Cc1cccc(-c2nc3nc(C(=O)O)nc(N[C@H](C)C4CC4)c3n2Cc2ccc(F)c(C(F)(F)F)c2)c1,5.38,CHEMBL5932905,,train
O=C1c2ccccc2C(O)(c2ccc(Cl)cc2)N1Cc1ccc(Cl)cc1,5.38,CHEMBL1688139,,test
COc1ccc(C(Nc2cc(C)ccn2)c2ccc3cccnc3c2O)cc1O,5.38,CHEMBL3703646,,train
COc1ccc(C(Nc2cccc(C)n2)c2ccc3cccnc3c2O)cc1O,5.38,CHEMBL3703651,,train
Cc1cccc(-c2nc3nc(C(=O)O)nc(N[C@@H](C)c4ccc(Cl)cc4)c3n2Cc2ccc(C(F)(F)F)cc2)c1,5.38,CHEMBL5994776,,test
CCN(CC)c1ccc(N2C[C@H]3[C@@H](CS[C@]4(C(=O)Nc5cccc(Br)c54)[C@@H]3c3ccc(Br)cc3)CC2=O)cc1,5.38,CHEMBL4103052,,train
O=C1C[C@@H]2CS[C@]3(C(=O)Nc4cccc(Br)c43)[C@H](c3ccc(Br)cc3)[C@H]2CN1c1ccc(Cl)cc1,5.38,CHEMBL4089755,,train
CN(C)c1cc(C(F)(F)F)nc(-c2ccccn2)n1,5.38,CHEMBL1417080,,train
COC(=O)c1nn(-c2ccc(Oc3ccccc3)cc2)c(-c2ccc(OC(C)C)cc2)c1NC(=O)c1ccc(OC(C)C)cc1,5.37,CHEMBL3798424,,val
Cc1cccc(-c2nc3nc(C(=O)O)nc(N[C@@H](C)c4ccccc4)c3n2Cc2ccc(C(F)(F)F)cc2)c1,5.37,CHEMBL5978458,,train
O=C(O)C[C@H]1C[C@H](c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N(CC2CCC2)C1=O,5.37,CHEMBL6002469,,train
CCC[C@H]1N(C(=O)c2cnccc2C(F)(F)F)CCC[C@@]1(Oc1ccc(C(F)(F)F)cc1)C(=O)N1CCC(Oc2ncccc2C(N)=O)CC1,5.37,CHEMBL3798875,,train
O=C(c1ccc(Cl)cc1)C(Nc1ccc(Cl)c(Cl)c1)c1ccc(Cl)c(Cl)c1,5.37,CHEMBL5422264,,val
O=C(O)C(c1ccc(Cl)cc1)N1C(=O)c2cc(I)ccc2N(Cc2ccncc2)C(=O)C1c1ccc(Cl)cc1,5.36,CHEMBL208020,,train
CCOC(=O)/C=C/C(=O)Nc1ccccc1-c1ccccc1NC(=O)/C=C/C(=O)OCC,5.36,CHEMBL1471740,,train
COc1cc2c(cc1OC(C)C)C(c1ccc(Cl)cc1)N(C1CCC(NC(N)=O)CC1)C(=O)C2,5.36,CHEMBL3650052,,train
Cc1ccnc(NC(c2cccc(Cl)c2Cl)c2ccc3cccnc3c2O)c1,5.36,CHEMBL524251,,train
COc1cc(OC(F)(F)F)ccc1Cn1c(-c2cccc(C)c2)cc2nc(C(=O)O)nc(N[C@H](C)C3CCC3)c21,5.36,CHEMBL5785254,,train
CC(/C=C/[C@@H]1C[C@]2(CO2)CC(C)(C)O1)=C\C[C@H]1OC[C@@H](NC(=O)/C=C\[C@H](C)OC(=O)N(C)C)CO1,5.36,CHEMBL3108944,,train
CC(C)C[C@@H](NC(=O)[C@@H](CC(=O)O)NC(=O)[C@@H](C)NC(=O)[C@H](NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CCC(=O)O)NC(=O)C(C)(C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](NC(=O)[C@H](N)CC(=O)O)[C@@H](C)O)C(C)C)C(=O)N[C@H](CC(N)=O)C(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(Br)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O,5.36,CHEMBL4204416,,train
CC(C)C1=C(C(=O)N2CCC(C(=O)N(C)C)CC2)SC2=N[C@@H](c3ccc(Cl)cc3)[C@@H](c3ccc(Cl)cc3)N21,5.36,CHEMBL2152325,,train
O=C(O)c1[nH]c2cc(Cl)ccc2c1C(NC1CCCC1)c1nnnn1-c1cccc(Oc2ccccc2)c1,5.36,CHEMBL4075234,,val
CCOC(=O)C1CCN(C(S)=Nc2cc(C)ccc2C)CC1,5.36,CHEMBL1480866,,train
C[C@@H](Nc1ncnc2nc(N[C@@H](CO)c3ccccc3)n(Cc3ccc(C(F)(F)F)cc3)c12)C1CCC1,5.35,CHEMBL5945573,,train
CC(C)Oc1ccc(C(=O)Nc2c(C(=O)O)nn(-c3ccc(Oc4ccccc4)cc3)c2-c2ccc(OCc3ccccc3)cc2)cc1,5.35,CHEMBL3798868,,train
O=C1c2ccccc2C(O)(c2ccc(Cl)cc2)N1Cc1ccc(Br)cc1,5.35,CHEMBL1688140,,train
Cc1cccc(-c2nc3ncnc(N4CCC[C@@H]4C4CCC4)c3n2Cc2ccc(C(F)(F)F)cc2)c1,5.35,CHEMBL6005116,,test
CN1C(=O)[C@H](Cc2ccncc2)O[C@@H](c2ccc(Cl)cc2)[C@H]1c1ccc(Cl)cc1,5.34,CHEMBL6010079,,train
O=C1c2c(Cl)cccc2C(O)(c2ccc(Cl)cc2)N1Cc1ccc([N+](=O)[O-])cc1,5.34,CHEMBL3675221,,train
COc1cc2c(cc1OC(C)C)[C@@H](c1ccc(Cl)cc1)N(C1CCC(C(=O)C3CCOCC3)CC1)C(=O)C2,5.34,CHEMBL3650066,,val
CCN(CC)c1nc(C(=O)O)nc2nc(-c3cccc(C)c3)n(Cc3ccc(C(F)(F)F)cc3)c12,5.34,CHEMBL5917121,,train
O=C1C[C@@H]2CS[C@]3(C(=O)Nc4cccc(Br)c43)[C@H](c3ccc(Br)cc3)[C@H]2CN1c1cccc(F)c1,5.33,CHEMBL4080485,,train
Cc1ccc(-n2c(C)cc(C=C3C(=O)NC(=S)NC3=O)c2C)cc1,5.33,CHEMBL3220095,,val
N#Cc1ccc(-n2c(-c3ccccc3)cc(C=C3C(=O)NC(=O)NC3=O)c2-c2ccccc2)cc1,5.33,CHEMBL3220101,,train
CC(C)(C)NC(=O)C(c1c(C(=O)O)[nH]c2cc(Cl)ccc12)N(C=O)Cc1ccc(OCc2c(Cl)cccc2Cl)cc1,5.33,CHEMBL4453195,,train
CC(C)(C)NC(=O)C(c1c(C(=O)O)[nH]c2cc(Cl)ccc12)N(C=O)CCCN1CCOCC1,5.32,CHEMBL4458635,,train
O=C1C[C@@H]2CS[C@]3(C(=O)Nc4cccc(Br)c43)[C@H](c3ccc(Br)cc3)[C@H]2CN1c1ccc(F)cc1F,5.32,CHEMBL4095014,,train
CC1=NN(c2cccc(C(=O)O)c2)C(=O)/C1=C\C=C/c1ccccc1,5.32,CHEMBL1322695,,train
O=C(O)[C@@H](c1ccc(Cl)cc1)N1C(=O)c2cc(I)ccc2NC(=O)[C@H]1c1ccc(Cl)cc1,5.32,CHEMBL359955,,train
COC(=O)C[C@@H]1CS[C@]2(C(=O)Nc3cccc(Br)c32)[C@H](c2ccc(Br)cc2)[C@H]1C=O,5.31,CHEMBL4095297,,train
O=C(O)c1[nH]c2cc(Cl)ccc2c1C(NC1CCCCC1)c1nnnn1-c1cccc(Oc2ccccc2)c1,5.31,CHEMBL4078529,,train
CC(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)CN(CC(=O)N[C@H]1CCC(=O)NCCCC[C@@H](CN(CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)CN(CC(=O)N[C@@H](C)C(N)=O)S(C)(=O)=O)S(=O)(=O)CC(C)C)NC(=O)[C@H](C)NC(=O)CN(S(=O)(=O)c2ccc3ccccc3c2)C[C@H](Cc2ccc(O)cc2)NC1=O)S(C)(=O)=O)[C@@H](C)O,5.31,CHEMBL4761727,,train
COCCNC(=O)[C@H]1c2ccccc2C(=O)N(Cc2ccc(Cl)cc2)[C@@H]1c1ccc(Cl)cc1,5.3,CHEMBL3219400,,train
CN1CCN(CCNC(=O)[C@H]2c3ccccc3C(=O)N(Cc3ccc(Cl)cc3)[C@@H]2c2c[nH]c3cc(Cl)ccc23)CC1,5.3,CHEMBL3219401,,train
O=C1[C@@H](Cc2ccc(F)cc2)O[C@H](c2ccc(Cl)cc2)[C@H](c2ccc(Cl)cc2)N1c1ccnc(Cl)c1,5.3,CHEMBL6043623,,train
CCC[C@H]1N(C(=O)c2cnccc2C(F)(F)F)CCC[C@@]1(Oc1ccc(C(F)(F)F)cc1)C(=O)N1CCC(Oc2cccc(C)n2)CC1,5.3,CHEMBL3800561,,train
CCOC(=O)c1[nH]c2cc(Cl)ccc2c1-c1c(-c2ccccc2)sc(N)c1C(=O)N1CCCCC1,5.3,CHEMBL3219398,,train
Cc1cccc(-c2nc3nc(C(=O)O)nc(NCCc4ccccc4)c3n2Cc2ccc(C(F)(F)F)cc2)c1,5.29,CHEMBL5814037,,train
Cc1ccc2c(c1)C(O)(c1ccc(Cl)cc1)N(Cc1ccc([N+](=O)[O-])cc1)C2=O,5.29,CHEMBL3675207,,train
O=C1c2cc(F)ccc2C(O)(c2ccc(Cl)cc2)N1Cc1ccc([N+](=O)[O-])cc1,5.29,CHEMBL3675212,,train
Cc1ccc(N2C[C@H]3[C@@H](CS[C@]4(C(=O)Nc5cccc(Br)c54)[C@@H]3c3ccc(Br)cc3)CC2=O)cc1,5.28,CHEMBL4087333,,train
O=C(O)c1[nH]c2cc(Cl)ccc2c1C1C(=O)NCCCCCCCCCCCCCC(=O)N1Cc1ccc(Cl)cc1Cl,5.28,CHEMBL4168287,,train
Cc1cccc(-c2nc3ncnc(NC(CC(=O)O)C4CC4)c3n2Cc2ccc(C(F)(F)F)cc2)c1,5.28,CHEMBL5977829,,train
CC(C)(C)NC(=O)C(c1c(C(=O)O)[nH]c2cc(Cl)ccc12)N(C=O)Cc1ccc(OCC2CCCCC2)cc1,5.28,CHEMBL4552428,,test
Cc1cccc(NC(c2ccc3cccnc3c2O)c2c(F)c(F)cc(F)c2F)n1,5.28,CHEMBL3703653,,val
C[C@H](c1ccc(Cl)cc1)N1C(=O)c2cc(I)ccc2N(C(=O)CN2CCOCC2)C(=O)[C@@H]1c1ccc(Cl)cc1,5.27,CHEMBL207541,,train
CN1C(=O)CO[C@@H](c2ccc(Br)cc2)[C@H]1c1ccc(Br)cc1,5.27,CHEMBL2347398,,train
CN1C(=O)[C@@H](Cc2ccc(OC(F)(F)F)cc2)O[C@H](c2ccc(Br)cc2)[C@@H]1c1ccc(Br)cc1,5.27,CHEMBL5774014,,train
O=C1c2cc(Br)ccc2C(O)(c2ccc(Cl)cc2)N1Cc1ccc([N+](=O)[O-])cc1,5.27,CHEMBL3675218,,train
CN1CCN(CCCN2C(=O)[C@H](c3ccc(Cl)cc3)N(Cc3ccc(Cl)cc3N)C(=O)c3cc(I)ccc32)CC1,5.27,CHEMBL380399,,val
O=C(CN(Cc1ccc(Cl)cc1)C(=O)c1cc2ccccc2[nH]1)NC1CCCCC1,5.26,CHEMBL5290720,,train
CC[C@@H](C)Oc1cc2c(cc1OC)CC(=O)N(c1ccc(N(C)C)cc1)C2c1ccc(Cl)cc1N(C)C,5.26,CHEMBL3683103,,test
CN1CCN(CCCCN2C(=O)[C@H](c3ccc(Cl)cc3)N(Cc3ccc(Cl)cc3N)C(=O)c3cc(I)ccc32)CC1,5.25,CHEMBL379487,,train
O=C1c2ccc(Br)cc2C(O)(c2ccc(Cl)cc2)N1Cc1ccc([N+](=O)[O-])cc1,5.25,CHEMBL3675219,,val
COc1ccccc1N1CCN(C(=O)[C@]2(Oc3ccc(C(F)(F)F)cc3)C[C@@H]3C[C@@H]3N(C(=O)c3cnccc3C(F)(F)F)C2)CC1,5.25,CHEMBL3233595,,train
CC[C@@H](C)Oc1cc2c(cc1OC)CC(=O)N(c1ccc(N(C)C)cc1)C2c1ccc(Cl)cc1CN,5.25,CHEMBL3683106,,test
COc1cc(C(N)=O)ccc1NC(=O)[C@H]1N[C@H](CC(C)(C)C)[C@]2(C(=O)Nc3cc(Cl)ncc32)[C@@H]1c1cccc(Cl)c1F,5.24,CHEMBL3109039,,val
CC(C)CCC(=O)N[C@@H](CCCC(=O)O)CN(C(=O)NCCCC1CCCCC1)[C@@H](CCCCN)CN(C(=O)NCCc1ccc(Br)cc1)[C@@H](CCCC(=O)O)CN(CCC(N)=O)C(=O)NCCCc1ccc(F)cc1,5.23,CHEMBL4524084,,train
CCOc1nc(C(=O)O)nc2nc(-c3cccc(C)c3)n(Cc3ccc(C(F)(F)F)cc3)c12,5.23,CHEMBL5919698,,train
CC(C)(C)C[C@@H]1N[C@@H](C(=O)NC2CCC(O)CC2)[C@H](c2cccc(Cl)c2F)[C@@]12C(=O)Nc1cc(Cl)ccc12,5.23,CHEMBL3927643,,train
CCC[C@H]1N(C(=O)c2cnccc2C(F)(F)F)CCC[C@@]1(Oc1ccc(C(F)(F)F)cc1)C(=O)N1CCC(Cc2ccccc2)CC1,5.23,CHEMBL3799179,,train
O=C(O)CC(=O)N1C[C@H](C2CC2)N(c2ccc(Cl)cc2)[C@H](c2ccc(Cl)cc2)C1,5.22,CHEMBL6062228,,train
CC[C@](O)(c1cc(F)c2c(c1)C(=O)N(Cc1ccc(Cl)cc1)[C@@]2(OC)c1ccc(Cl)cc1)C1CCN(CC(=O)OC(C)(C)C)CC1,5.22,CHEMBL5783830,,train
CCOC(=O)c1[nH]c2cc(Cl)ccc2c1C(C(=O)NCc1ccccc1)N(Cc1ccccc1)C(C)=O,5.22,CHEMBL3935955,,train
N#Cc1ccc(CN2C(=O)c3ccccc3C2(O)c2ccc(Cl)cc2)cc1,5.22,CHEMBL1688143,,train
CCOC(=O)c1[nH]c2cc(Cl)ccc2c1-c1c(-c2ccc(F)cc2)ncn1Cc1ccc(F)c(F)c1,5.22,CHEMBL4066410,,val
CC(=O)N(Cc1ccccc1)C(C(=O)NC1CCCCC1)c1c(C(=O)NCCc2ccncc2)[nH]c2cc(Cl)ccc12,5.22,CHEMBL3955087,,val
Cc1cccc(NC(c2ccc(Cl)c(Cl)c2)c2ccc3ccc(C)nc3c2O)n1,5.22,CHEMBL3703660,,train
O=C(c1ccc(Cl)cc1)C(Cc1cccc(Cl)c1)C(=O)c1cc(F)ccc1F,5.22,CHEMBL5401649,,train
O=C1c2ccccc2C(O)(c2ccc(Cl)cc2)N1CCc1ccc([N+](=O)[O-])cc1,5.21,CHEMBL1688150,,train
Nc1ccc(CCN2C(=O)c3ccccc3C2(O)c2ccc(Cl)cc2)cc1,5.21,CHEMBL1688151,,train
CC(C)C[C@@H](NC(=O)[C@@H](CC(=O)O)NC(=O)[C@@H](CCC(=O)O)NC(=O)[C@H](NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CCC(=O)O)NC(=O)C(C)(C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](NC(=O)[C@H](N)CC(=O)O)[C@@H](C)O)C(C)C)C(=O)N[C@H](C)C(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(Br)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O,5.21,CHEMBL4218896,,train
COc1cccc(/C=N/NC(=O)c2[nH]c(C)c(C(=O)N/N=C/c3cccc(OC)c3)c2C)c1,5.21,CHEMBL1979539,,test
COc1ccc(Cn2c(-c3cccc(C)c3)cc3nc(C(=O)O)nc(N[C@H](C)C4CCC4)c32)cc1,5.21,CHEMBL5911773,,train
O=C(c1ccc(Br)cc1)[C@@H]1S[C@@]2(C(=O)Nc3cccc(Br)c32)[C@@H](c2ccccc2)C[C@@H]1O,5.2,CHEMBL4548943,,val
C[C@@]1(c2ccc(Cl)cc2)[C@H](c2cccc(Cl)c2)O[C@@H](CC(=O)O)C(=O)N1CC1CC1,5.2,CHEMBL5944926,,train
C[C@H](c1ccc(Cl)cc1)N1C(=O)c2cc(I)ccc2N(CCN2CCOCC2)C(=O)[C@H]1c1ccc(Cl)cc1,5.2,CHEMBL378851,,train
Cc1noc([C@@H]2[C@@H](c3ccccc3)[C@H](c3ccccc3)N[C@@]23C(=O)Nc2ccccc23)c1[N+](=O)[O-],5.2,CHEMBL4874048,,train
COc1ccccc1OCC(=O)Nc1cc(S(=O)(=O)N2CCCCC2)ccc1N1CCCCC1,5.19,CHEMBL1610717,,train
COc1cc2c(cc1OC(C)C)C(c1ccc(Cl)cc1)N(C1CCC(N(C)CCO)CC1)C(=O)C2,5.19,CHEMBL3650051,,train
NCCCCC(CN(C(=O)NCCc1ccc(Br)cc1)C(CCC(=O)O)CN(CCC(N)=O)C(=O)NCCCc1ccc(Br)cc1)N(CC(CCC(=O)O)NC(N)=O)C(=O)NCCCC1CCCCC1,5.19,CHEMBL4524094,,train
COc1ccc(N2C[C@H]3[C@@H](CS[C@]4(C(=O)Nc5cccc(Br)c54)[C@@H]3c3ccc(Br)cc3)CC2=O)cc1,5.19,CHEMBL4067591,,train
CCC[C@H]1N(C(=O)c2cnccc2C(F)(F)F)CCC[C@@]1(Oc1ccc(C(F)(F)F)cc1)C(=O)N1CCC(Oc2ccccc2C)CC1,5.18,CHEMBL3799712,,test
NCCCCC(CN(C(=O)NCCc1ccc(Br)cc1)C(CCC(=O)O)CN(CCC(N)=O)C(=O)NCCCc1ccc(Br)cc1)N(CC(CCC(=O)O)NC(=O)NCC1CCCCC1)C(=O)NCCCC1CCCCC1,5.18,CHEMBL4524062,,train
CC(C)C[C@H](NC(=O)[C@@H]1CCCN1)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(N)=O)C(N)=O)[C@H](C)O,5.18,CHEMBL267823,,train
CN1C(=O)/C(=C/c2cccnc2)O[C@@H](c2ccccc2)[C@H]1c1ccc(Cl)cc1,5.18,CHEMBL6045820,,train
CCOC(=O)c1[nH]c2cc(Cl)ccc2c1-c1c(-c2ccc(F)cc2)c2ccccc2n1Cc1ccc(Cl)cc1,5.17,CHEMBL3735566,,train
O=C1NC(=O)c2cc(NC(=O)C3COc4ccccc4O3)ccc21,5.17,CHEMBL1459947,,val
COC(=O)C(c1ccc(Cl)cc1)N1C(=O)c2ccc(NCc3ccc(C(F)(F)F)cc3)cc2NC(=S)C1c1ccc(Cl)cc1,5.17,CHEMBL1909836,,train
O=C1N/C(=C/c2ccc(N3CCOCC3)o2)C(=O)N1c1ccccc1,5.17,CHEMBL1386067,,train
CC(C)C[C@@H](NC(=O)[C@@H](CC(=O)O)NC(=O)[C@@H](CCC(=O)O)NC(=O)[C@H](NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CCC(=O)O)NC(=O)C(C)(C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](C)NC(=O)[C@H](N)CC(=O)O)C(C)C)C(=O)N[C@H](CC(N)=O)C(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(Br)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O,5.17,CHEMBL4208830,,test
Cc1noc([C@@H]2[C@@H](c3ccc([N+](=O)[O-])cc3)[C@H](C(F)(F)F)N[C@@]23C(=O)Nc2ccccc23)c1[N+](=O)[O-],5.17,CHEMBL4859002,,train
O=C1[C@H](CCCO)O[C@@H](c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N1CC1CC1,5.16,CHEMBL6002212,,val
O=C(c1ccc(Cl)cc1)C(Nc1cc(F)cc(F)c1)c1ccc(Cl)c(Cl)c1,5.16,CHEMBL5439731,,test
Cc1cccc2c1C(=O)N(Cc1ccc([N+](=O)[O-])cc1)C2(O)c1ccc(Cl)cc1,5.16,CHEMBL3675206,,val
N#Cc1ccc(C[C@@H]2O[C@@H](c3cccc(Cl)c3)[C@@H](c3ccc(Cl)cc3)N([C@H](C(=O)O)C3CC3)C2=O)cc1,5.16,CHEMBL5956212,,val
CC(C)CC(NC(C(=O)NCc1ccccc1)c1c(C(=O)O)[nH]c2cc(Cl)ccc12)C(=O)NCCCN1CCOCC1,5.16,CHEMBL3946287,,train
O=C(N/N=C\c1ccc(Cl)s1)c1cccs1,5.16,CHEMBL3192398,,train
O=C(c1ccc(Cl)cc1)C(Nc1cccc(Cl)c1)c1ccc(F)cc1Cl,5.16,CHEMBL5416279,,train
CC(C)C[C@@H](NC(=O)[C@@H](CC(=O)O)NC(=O)[C@@H](CCC(=O)O)NC(=O)[C@H](NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CCC(=O)O)NC(=O)C(C)(C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](NC(=O)[C@H](N)CC(=O)O)[C@@H](C)O)C(C)C)C(=O)N[C@H](CC(N)=O)C(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](Cc1ccc(Br)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O,5.16,CHEMBL4205527,,test
Cc1cccc(-c2nc3nc(C(=O)O)nc(N[C@@H](C)c4cccc(Cl)c4)c3n2Cc2ccc(C(F)(F)F)cc2)c1,5.16,CHEMBL6029267,,train
O=C(N[C@@H](CCCn1cc(-c2ccc(C(F)(F)F)cc2)nn1)C(=O)O)OCC1c2ccccc2-c2ccccc21,5.16,CHEMBL3627744,,train
COCC1=C(C(=O)N2CCNC(=O)C2)SC2=N[C@@H](c3ccc(Cl)cc3)[C@@H](c3ccc(Cl)cc3)N21,5.15,CHEMBL2151052,,val
CC(C)(C)OC(=O)Nc1ccc(-c2cn(CCC[C@H](NC(=O)OCC3c4ccccc4-c4ccccc43)C(=O)O)nn2)cc1,5.14,CHEMBL3627749,,train
CC(/C=C/[C@@H]1C[C@]2(CO2)CC(C)(C)O1)=C\C[C@H]1OC[C@@H](NC(=O)/C=C\[C@H](C)OC(=O)NC(C)(C)C)CO1,5.14,CHEMBL3108934,,test
O=C1c2ccccc2C(O)(c2ccc(Cl)cc2)N1CCc1ccccc1,5.14,CHEMBL1688149,,train
Cc1ccc(S(=O)(=O)N2CCN(C(=O)CC(C)C)CC2)cc1,5.14,CHEMBL1393752,,train
Cc1nc(SCc2ccc(F)cc2)c([N+](=O)[O-])[nH]1,5.14,CHEMBL1498736,,train
NC(=O)c1c(NC(=O)C2CCCO2)sc2c1CCCC2,5.14,CHEMBL1612666,,train
O=C(c1ccc(Cl)cc1)C(Nc1ccc(F)cc1)c1ccc(F)cc1Cl,5.13,CHEMBL5403300,,train
Oc1c(C(Nc2ccccn2)c2ccc(Cl)cc2Cl)ccc2cccnc12,5.13,CHEMBL548572,,train
CC(C)COc1ccc(-c2cc(C(=O)O)nn2-c2ccccc2)cc1,5.13,CHEMBL3800356,,train
COc1ccc2[nH]c3c(N4CC(C)OC(C)C4)ncnc3c2c1,5.13,CHEMBL1508654,,test
C=C1C(=O)O[C@@H]2C[C@@H](C)[C@@H]3C=CC(=O)[C@@]3(C)[C@@H](OC(C)=O)[C@H]12,5.12,CHEMBL486196,ANGUSTIBALIN,train
C[C@H]1CN(C(=O)CC(=O)O)C[C@@H](c2ccc(Cl)cc2)N1c1ccc(Cl)cc1,5.12,CHEMBL5870960,,train
COc1ccc(C)cc1NC(=O)C(OC(=O)CNC(=O)c1cc(C)cc(C)c1)c1ccccc1,5.12,CHEMBL1481403,,train
CNC(=O)C(=Cc1cc(-c2ccccc2)n(-c2ccc(Cl)cc2)c1-c1ccccc1)C(=O)NC,5.12,CHEMBL3220112,,test
Oc1c(C(Nc2ccccn2)c2cc(Cl)ccc2Cl)ccc2cccnc12,5.12,CHEMBL3703652,,train
CC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(N)=O)[C@@H](C)O,5.11,CHEMBL5595333,,val
O=C(c1ccc(Cl)cc1)C(Cc1cc(Cl)cc(Cl)c1)C(=O)c1cc(F)ccc1F,5.11,CHEMBL5420765,,test
