SMILES,pACT_Value,Molecule_ChEMBL_ID,Molecule_Name,split
O=C(O)CCCCN1C(=O)[C@H](c2ccc(Cl)cc2)N(C(c2ccc(Cl)cc2)C2CC2)C(=O)c2cc(I)ccc21,5.67,CHEMBL208007,,train
COc1cccc(C[C@H]2O[C@H](c3ccc(Br)cc3)[C@H](c3ccc(Br)cc3)N(C)C2=O)c1,5.67,CHEMBL5927468,,train
CCC[C@H](C(=O)O)N1C(=O)CO[C@@H](c2ccc(Cl)cc2)[C@H]1c1ccc(Cl)cc1,5.67,CHEMBL5932703,,train
CC(C)Oc1ccc(-c2cc(C(=O)O)nn2-c2ccc(C(C)C)cc2)cc1,5.67,CHEMBL3798048,,train
CCN(CC)C(=O)C(c1ccc(Cl)cc1)N1C(=O)c2cc(I)ccc2N(CCCCC(=O)O)C(=O)[C@@H]1c1ccc(Cl)cc1,5.67,CHEMBL382389,,train
CCOc1cccc(CN2[C@@H]3COc4c5ccc(C(=O)O)cc5nn4[C@@H]3[C@@H](c3cccc(Cl)c3F)[C@@]23C(=O)Nc2cc(Cl)ccc23)c1,5.67,CHEMBL6064720,,train
CCOc1cc(C(C)(C)C)ccc1C1=N[C@@](CC)(c2ccc(Cl)cc2)[C@@](CC)(c2ccc(Cl)cc2)N1C(=O)N1CCN(CCCS(C)(=O)=O)CC1,5.67,CHEMBL2386351,,train
O=C(NCCO)[C@H](c1ccc(Cl)cc1)N1C(=O)c2cc(I)ccc2NC(=O)[C@@H]1c1ccc(Cl)cc1,5.67,CHEMBL382422,,train
CC(C)Oc1ccc(C(=O)Nc2c(C(=O)O)nn(-c3ccc(C(C)C)cc3)c2-c2ccc(OCc3ccccc3)cc2)cc1,5.66,CHEMBL3797361,,train
CN1C(=O)C(c2ccc(Cl)cc2)N(C(C(=O)O)c2ccc(Cl)cc2)C(=O)c2cc(I)ccc21,5.66,CHEMBL443053,,val
Cc1cccc2c1C(O)(c1ccc(Cl)cc1)N(Cc1ccc([N+](=O)[O-])cc1)C2=O,5.66,CHEMBL3675205,,test
O=C1NC(=S)NC(=O)C1=Cc1cc(C2CC2)n(-c2ccc(Br)cc2)c1-c1ccccc1,5.66,CHEMBL3220310,,train
Cc1noc([C@@H]2[C@@H](c3ccc(C(C)C)cc3)[C@H](C(F)(F)F)N[C@@]23C(=O)Nc2ccccc23)c1[N+](=O)[O-],5.65,CHEMBL4860559,,train
CC(C)(C)NC(=O)C(c1c(C(=O)O)[nH]c2cc(Cl)ccc12)N(C=O)Cc1ccc(OCc2ccc(C#N)cc2)cc1,5.65,CHEMBL4467420,,train
Oc1[nH]c2ccccc2c1N=NC(=S)N1CCOCC1,5.65,CHEMBL1558070,,train
Cc1ccc(CN2C(=O)c3ccccc3C2(OCC2(CO)CC2)c2ccc(Cl)cc2)cc1,5.64,CHEMBL1688282,,train
CC(=O)N(Cc1ccc(OCc2ccc(F)cc2)cc1)C(C(=O)NC1CCCCC1)c1c(C(=O)O)[nH]c2cc(Cl)ccc12,5.64,CHEMBL4517386,,train
CC(=O)N(Cc1ccc(Cl)cc1)C(C(=O)NC1CCCCC1)c1c(C(=O)O)[nH]c2cc(Cl)ccc12,5.64,CHEMBL3896783,,train
O=C(NCc1ccc(F)c(F)c1)c1[nH]c2cc(Cl)ccc2c1-c1c(-c2ccc(F)cc2)ncn1Cc1ccc(Cl)cc1,5.64,CHEMBL4064085,,train
CC(=O)N(Cc1ccc(OCc2ccccc2)cc1)C(C(=O)NC12CC3CC(CC(C3)C1)C2)c1c(C(=O)O)[nH]c2cc(Cl)ccc12,5.64,CHEMBL4521788,,train
N#Cc1ccc(CN2C(=O)c3ccccc3C2(O[C@H]2CC[C@@H](O)C2)c2ccc(Cl)cc2)cc1,5.64,CHEMBL1688253,,train
CC(C)Oc1ccc(-c2cc(C(=O)O)nn2-c2ccccc2)cc1,5.64,CHEMBL3799056,,train
O=C1c2ccccc2C(OCC2(CO)CC2)(c2ccc(Cl)cc2)N1Cc1ccc(Cl)cc1,5.64,CHEMBL1688279,,train
Cc1cccc(-c2nc3nc(C(=O)O)nc(NC(C)C(C)(C)O)c3n2Cc2ccc(C(F)(F)F)cc2)c1,5.64,CHEMBL6025947,,test
COc1ccc(N2N=C(C(=O)NCCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc3c[nH]c4ccccc34)NC(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCCNC(C)=O)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(C)=O)[C@@H](C)O)C(=O)N[C@@H](CO)C(N)=O)CC2C(N)=O)cc1,5.64,CHEMBL1689404,,train
N#Cc1ccc(CN2C(=O)c3ccccc3C2(O[C@H]2C=C[C@@H](O)C2)c2ccc(Cl)cc2)cc1,5.64,CHEMBL3675198,,train
O=C1c2ccccc2C(O[C@H]2C=C[C@@H](O)C2)(c2ccc(Cl)cc2)N1Cc1ccccc1,5.64,CHEMBL1688254,,train
Cc1ccc(CCNC(=O)N(CC(CCCCN)N(CC(CCC(=O)O)NC(=O)CCC(C)C)C(=O)NCCCC2CCCCC2)C(CCC(=O)O)CN(CCC(N)=O)C(=O)NCCCc2ccc(Br)cc2)cc1,5.64,CHEMBL4524057,,train
Cc1ccn(-c2ccnc(-c3nc4nc(C(=O)O)nc(N[C@H](C)C5CCC5)c4n3Cc3ccc(C(F)(F)F)cc3)c2)n1,5.64,CHEMBL5781235,,test
Cc1noc([C@@H]2[C@@H](c3ccc(Cl)c(Cl)c3)[C@H](C(F)(F)F)N[C@@]23C(=O)Nc2ccccc23)c1[N+](=O)[O-],5.63,CHEMBL4878727,,train
O=C1N[C@@H](c2ccc(Cl)cc2)[C@@H](c2ccc(Cl)cc2)O[C@@H]1Cc1ccc(F)cc1,5.63,CHEMBL6028056,,train
Cc1cccc(-c2nc3nc(C(=O)O)nc(N[C@H](C)c4cccc(Cl)c4)c3n2Cc2ccc(C(F)(F)F)cc2)c1,5.63,CHEMBL6054622,,train
Cc1cccc(-c2nc3nc(C(=O)O)nc(NC4CCC(CNC(=O)OC(C)(C)C)CC4)c3n2Cc2ccc(C(F)(F)F)cc2)c1,5.63,CHEMBL5858654,,train
C[C@@H](Nc1nc(C(=O)O)nc2nc(N3CCN(C)CC3)n(Cc3ccc(C(F)(F)F)cc3)c12)C1CC1,5.63,CHEMBL5948224,,val
CCC[C@H]1N(C(=O)c2cnccc2C(F)(F)F)CCC[C@@]1(Oc1ccc(C(F)(F)F)cc1)C(=O)N1CCC(Oc2cccc(Cl)n2)CC1,5.63,CHEMBL3798126,,test
CCC[C@H]1N(C(=O)c2cnccc2C(F)(F)F)CCC[C@@]1(Oc1ccc(C(F)(F)F)cc1)C(=O)N1CCC(Oc2ncccc2C#N)CC1,5.62,CHEMBL3797694,,test
COCCOCCN1C(=O)[C@H](c2ccc(Cl)cc2)N([C@H](C)c2ccc(Cl)cc2)C(=O)c2cc(I)ccc21,5.62,CHEMBL207202,,val
O=C(O)C[C@@H]1C[C@@H](c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N(CC2CC2)C1=O,5.62,CHEMBL2059299,,train
CC(C)N1C(=O)[C@H](CC(=O)O)S(=O)(=O)[C@@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,5.62,CHEMBL5847846,,train
CCC[C@H]1N(C(=O)c2cnccc2C(F)(F)F)CCC[C@@]1(Oc1ccc(C(F)(F)F)cc1)C(=O)N1CCC(Oc2ccccc2)CC1,5.62,CHEMBL3800543,,test
CCOC(=O)CNC(=O)C[C@H]1C[C@H](c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N(CC2CC2)C1=O,5.62,CHEMBL4106930,,test
O=C1C(Cl)=C(N2CCCCC2)C(=O)C(Cl)=C1c1cnc(N2CCCCC2)s1,5.62,CHEMBL1464853,,val
CSc1nsc(/C=C/Nc2ccc(F)cc2)c1C#N,5.62,CHEMBL1381155,,train
O=C1c2ccccc2C(O)(c2ccc(Cl)cc2)N1Cc1ccc([N+](=O)[O-])cc1,5.62,CHEMBL1688146,,test
NCCCOC1(c2ccc(Cl)cc2)c2ccccc2C(=O)N1Cc1ccc([N+](=O)[O-])cc1,5.61,CHEMBL3675203,,train
Cc1nnc(SCCN2CCOCC2)c2nn(-c3ccccc3F)c(C)c12,5.61,CHEMBL1581794,,train
O=C(c1ccc(Cl)cc1)C(Nc1cc(F)cc(F)c1)c1ccc(Cl)cc1F,5.61,CHEMBL5403978,,train
COCCOCCN1C(=O)[C@H](c2ccc(Cl)cc2)N(Cc2ccc(Cl)cc2O)C(=O)c2cc(I)ccc21,5.61,CHEMBL424876,,test
O=C(O)c1[nH]c2cc(Cl)ccc2c1C(NC1CCCCC1)c1nnnn1-c1ccc(OCc2ccccc2)cc1,5.61,CHEMBL4060802,,train
O=C(O)c1[nH]c2cc(Cl)ccc2c1C1C(=O)NCCCCCCCC/C=C\CCCCCCCCCC(=O)N1Cc1ccc(OCc2ccc(Cl)c(Cl)c2)cc1,5.6,CHEMBL4167652,,train
CC(C)(C)NC(=O)C(c1c(C(=O)O)[nH]c2cc(Cl)ccc12)N(C=O)Cc1ccc(-c2ccccc2)cc1,5.6,CHEMBL3915456,,val
C[C@H](c1ccc(Cl)cc1)N1C(=O)c2ccccc2C1(OCCCCO)c1ccc(Cl)cc1,5.6,CHEMBL1688263,,train
NC(=O)C(=Cc1cc(-c2ccccc2)n(-c2ccc(Cl)cc2)c1-c1ccccc1)C(N)=O,5.6,CHEMBL3220111,,train
CC(C)(C)NC(=O)C(c1c(C(=O)O)[nH]c2cc(Cl)ccc12)N(C=O)Cc1ccc(OCc2ccccn2)cc1,5.59,CHEMBL4566240,,train
CC(C)C[C@@H](NC(=O)[C@@H](CC(=O)O)NC(=O)[C@@H](CCC(=O)O)NC(=O)[C@H](NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CCC(=O)O)NC(=O)C(C)(C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](NC(=O)[C@H](N)CC(=O)O)[C@@H](C)O)C(C)C)C(=O)N[C@H](CC(N)=O)C(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(Br)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O,5.58,CHEMBL4217924,,train
C=CS(=O)(=O)c1ccc(Oc2ccc(S(=O)(=O)C=C)cc2)cc1,5.58,CHEMBL1454183,,train
O=C1c2ccccc2C(OCC2(CO)CC2)(c2ccc(Cl)cc2)N1Cc1ccc(F)cc1,5.58,CHEMBL1688278,,train
CC(C)CCC(=O)NC(CCC(=O)O)CN(C(=O)NCCCC1CCCCC1)C(CCCCN)CN(C(=O)NCCc1ccc(Br)cc1)C(CCC(=O)O)CN(CCC(N)=O)C(=O)NCCCc1ccc(F)cc1,5.58,CHEMBL4524109,,train
C[C@H](c1cc(F)c(Cl)cc1N)N1C(=O)c2cc(I)ccc2N(CCN2CCOCC2)C(=O)[C@@H]1c1ccc(Cl)cc1,5.58,CHEMBL210853,,train
CCSc1nc2ccccc2n1C(=O)/C=C/c1ccc(OC)c(OC)c1,5.58,CHEMBL1453108,,train
CCOc1cc(C(C)(C)C)ccc1C1=NC(c2ccc(Cl)cc2)C(c2ccc(Cl)cc2)N1C(=O)N1CCC(C(=O)Nc2ccc(/C=C/C(=O)NO)cc2)CC1,5.58,CHEMBL4161826,,train
O=C1c2ccccc2C(OCC2(CO)CC2)(c2ccc(F)cc2)N1Cc1ccc([N+](=O)[O-])cc1,5.57,CHEMBL3675227,,val
CCOC(=O)c1[nH]c2cc(Cl)ccc2c1C(C(=O)NC(C)(C)C)N(C=O)Cc1ccc(Cl)nc1,5.57,CHEMBL3949137,,train
C[C@H](c1ccc(Cl)cc1)N1C(=O)c2cc(I)ccc2N(CCN2CCOCC2)C(=O)[C@@H]1c1ccc(Cl)cc1,5.57,CHEMBL209201,,train
CC(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(N)=O)C(C)C)[C@H](C)O,5.57,CHEMBL5593887,,train
CC1=C(C(=O)N2CCNC(=O)C2)SC2=N[C@@H](c3ccc(Cl)cc3)[C@@H](c3ccc(Cl)cc3)N21,5.57,CHEMBL2152318,,test
CC(/C=C/[C@@H]1C[C@]2(CO2)CC(C)(C)O1)=C\C[C@H]1OC[C@@H](NC(=O)/C=C\[C@H](C)OC(=O)N(C)C(C)(C)C)CO1,5.57,CHEMBL3108939,,train
C[C@H](c1cc(O)c(Cl)cc1N)N1C(=O)c2cc(I)ccc2N(CCN2CCOCC2)C(=O)[C@@H]1c1ccc(Cl)cc1,5.57,CHEMBL208999,,val
COCCOc1ccccc1N1CCN(C(=O)[C@]2(Oc3ccc(C(F)(F)F)cc3)C[C@H](C)CN(C(=O)c3cnccc3C(F)(F)F)C2)CC1,5.57,CHEMBL3233590,,val
Cc1cccc(-c2nc3nc(C(=O)O)nc4c3n2Cc2cc(C(F)(F)F)ccc2OCC2CC2[C@@H](C)N4)c1,5.56,CHEMBL5826774,,train
CC(C)(C)C[C@H]1N[C@@H](C(=O)N[C@H]2C[C@@](C)(O)C2)[C@H](c2cccc(Cl)c2F)[C@@]12C(=O)Nc1cc(F)ccc12,5.56,CHEMBL3665585,,train
Cc1noc([C@@H]2[C@@H](c3cccc(Br)c3)[C@H](C(F)(F)F)N[C@@]23C(=O)Nc2ccccc23)c1[N+](=O)[O-],5.56,CHEMBL4848056,,val
CCC[C@H]1N(C(=O)c2cnccc2C(F)(F)F)CCC[C@@]1(Oc1ccc(C(F)(F)F)cc1)C(=O)N1CCC(Oc2ccccc2Cl)CC1,5.56,CHEMBL3800119,,test
Cc1noc([C@@H]2[C@@H](c3ccc(Cl)cc3)[C@H](C(F)(F)F)N[C@@]23C(=O)Nc2ccccc23)c1[N+](=O)[O-],5.56,CHEMBL4870252,,test
NCCCCC(CN(C(=O)NCCc1ccc(Br)cc1)C(CCC(=O)O)CN(CCC(N)=O)C(=O)NCCCc1ccc(Br)cc1)N(CC(CCC(=O)O)NC(=O)CCC1CCCCC1)C(=O)NCCCC1CCCCC1,5.55,CHEMBL4524063,,val
COc1ccc(CN2C(=O)c3ccccc3C2(OCC2(CO)CC2)c2ccc(Cl)cc2)cc1,5.55,CHEMBL1688283,,train
CN(C)CCCCN1C(=O)[C@H](c2ccc(Cl)cc2)N(Cc2ccc(Cl)cc2N)C(=O)c2cc(I)ccc21,5.55,CHEMBL378998,,train
O=C1C2=C(CCCC2)C(O)(c2ccc(Cl)cc2)N1Cc1ccc([N+](=O)[O-])cc1,5.55,CHEMBL3675216,,train
CC(C)CCC(=O)NC(CCC(=O)O)CN(C(=O)NCCCC1CCCCC1)C(CCCCN)CN(C(=O)NCCc1ccc(Br)cc1)C(CCC(=O)O)CN(CCC(N)=O)C(=O)NCCCc1ccc(Br)cc1,5.55,CHEMBL4524095,,train
COC(=O)C(c1ccc(Cl)cc1)N1C(=O)c2cc(I)ccc2N(CCCCC(=O)O)C(=O)[C@@H]1c1ccc(Cl)cc1,5.55,CHEMBL210409,,val
CC(C)C[C@@H](NC(=O)[C@@H](C)NC(=O)[C@@H](CCC(=O)O)NC(=O)[C@H](NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CCC(=O)O)NC(=O)C(C)(C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](NC(=O)[C@H](N)CC(=O)O)[C@@H](C)O)C(C)C)C(=O)N[C@H](CC(N)=O)C(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(Br)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O,5.55,CHEMBL4215860,,train
O=C(O)C[C@H]1C[C@@H](c2cccc(Cl)c2)[C@H](c2ccc(Cl)cc2)N(CC2CC2)C1=O,5.54,CHEMBL2347378,,train
CC1(C)OC(=O)C(Cc2cc(-c3ccccc3)n(-c3ccc(Br)cc3)c2-c2ccccc2)C(=O)O1,5.54,CHEMBL3220108,,test
Cc1ccc(CCNC(=O)N(CC(CCCCN)N(CC(CCC(=O)O)NC(=O)CCC(C)C)C(=O)NCCCC2CCCCC2)C(CCC(=O)O)CN(CCC(N)=O)C(=O)NCCCc2ccc(F)cc2)cc1,5.54,CHEMBL4524070,,train
OCC(=Cc1cc(-c2ccccc2)n(-c2ccc(Cl)cc2)c1-c1ccccc1)CO,5.54,CHEMBL3220110,,train
COc1ccc(C2C(C(=O)N3CCN(C)CC3)c3cc(OC)c(OC)cc3C(=O)N2C)cc1,5.53,CHEMBL1403894,,train
Cc1noc(C)c1COc1ccc(C(=O)NCc2ccccn2)cc1,5.53,CHEMBL1366929,,train
COC(=O)C(c1ccc(F)cc1)N1C(=O)c2ccc(C(F)(F)F)cc2NC(=S)C1c1ccc(Cl)cc1,5.52,CHEMBL2089204,,train
CC(C)C[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](N)CCC(N)=O)[C@@H](C)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)O,5.52,CHEMBL2371818,,train
O=C1C[C@@H]2CS[C@]3(C(=O)Nc4cccc(Br)c43)[C@H](c3ccc(Br)cc3)[C@H]2CN1c1ccc(-c2ccccc2)cc1,5.52,CHEMBL4100837,,train
CC(C)(C)C1=C(C(=O)N2CCNC(=O)C2)SC2=N[C@@H](c3ccc(Cl)cc3)[C@@H](c3ccc(Cl)cc3)N21,5.52,CHEMBL2152323,,train
CN1CCN(c2ccc(N3C[C@H]4[C@@H](CS[C@]5(C(=O)Nc6cccc(Br)c65)[C@@H]4c4ccc(Br)cc4)CC3=O)cc2)CC1,5.52,CHEMBL4082861,,train
CCOC(=O)c1[nH]c2cc(Cl)ccc2c1C1C(=O)NC(C)CCCCCCC(=O)N1Cc1ccc(OCc2ccc(Cl)c(Cl)c2)cc1,5.52,CHEMBL4175521,,test
O=C1c2ccccc2C(OC2CCC(O)C2)(c2ccc(Cl)cc2)N1Cc1ccccc1,5.52,CHEMBL1688170,,train
Cc1ccc(-c2cn(CCC[C@H](NC(=O)OCC3c4ccccc4-c4ccccc43)C(=O)O)nn2)cc1,5.52,CHEMBL3627743,,train
CCOc1cc(C(F)(F)F)ccc1CN1C(=O)C(N[C@H](C)c2ccccc2)=C(C(=O)c2ccccc2)C1c1ccc(Br)cc1,5.52,CHEMBL3290678,,train
COC(=O)[C@]1(c2ccccc2)N=CN(CC2CC2)[C@H]1c1ccc(Cl)cc1,5.52,CHEMBL3219390,,train
COc1ccccc1N1CCN(C(=O)[C@]2(Oc3ccc(C(F)(F)F)cc3)C[C@H](c3ccccc3)CN(C(=O)c3cnccc3C(F)(F)F)C2)CC1,5.52,CHEMBL3233592,,train
COc1ccc(/C=C/C(=O)Nc2ccc(C34CC5CC(CC(O)(C5)C3)C4)cc2)cc1OC,5.51,CHEMBL1599863,,train
CCCC1=C(C(=O)N2CCNC(=O)C2)SC2=N[C@@H](c3ccc(Cl)cc3)[C@@H](c3ccc(Cl)cc3)N21,5.51,CHEMBL2152321,,train
O=C1O[C@](O)(Cc2ccc(Cl)cc2)C(c2c[nH]c3cc(Cl)ccc23)=C1Cc1ccc(Cl)cc1,5.51,CHEMBL4291833,,train
NNC(=O)C[C@H]1CC(c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N(CC2CC2)C1=O,5.51,CHEMBL5905375,,train
O=C1c2ccccc2C(O)(c2ccc(Br)cc2)N1Cc1ccc([N+](=O)[O-])cc1,5.51,CHEMBL1688147,,train
O=C1CCN(Cc2ccccc2)S(=O)(=O)c2ccccc21,5.51,CHEMBL1408203,,val
CCCCN(C)C(=O)O[C@@H](C)/C=C\C(=O)N[C@H]1CO[C@@H](C/C=C(C)/C=C/[C@@H]2C[C@]3(CO3)CC(C)(C)O2)OC1,5.5,CHEMBL3108937,,train
CC(C)N1C(=O)[C@@H]2CCC(=O)N2[C@@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,5.5,CHEMBL5895616,,train
CCCN(C)C(=O)O[C@@H](C)/C=C\C(=O)N[C@H]1CO[C@@H](C/C=C(C)/C=C/[C@@H]2C[C@]3(CO3)CC(C)(C)O2)OC1,5.5,CHEMBL3108935,,train
O=C1c2ccccc2C(OCCCCO)(c2ccc(Cl)cc2)N1CCc1ccc([N+](=O)[O-])cc1,5.5,CHEMBL1688264,,train
Cc1cccc(-c2nc3ncnc(N[C@H](CCCO)C4CCC4)c3n2Cc2ccc(C(F)(F)F)cc2)c1,5.49,CHEMBL5880896,,train
CCOc1ccc(-c2cc(C(=O)O)nn2-c2ccccc2)cc1,5.49,CHEMBL3800016,,train
Cc1cc(/C=C2\C(=O)NC(=S)N(c3ccccc3)C2=O)c(C)n1-c1ccc(Cl)cc1,5.48,CHEMBL3220087,,train
O=CC[C@H]1O[C@H](c2cccc(Cl)c2)[C@H](c2ccc(Cl)cc2)N(CC2CC2)C1=O,5.48,CHEMBL5966290,,train
CNC(=O)CN1C(=O)C(c2ccc(Cl)cc2)N(C(C(=O)O)c2ccc(Cl)cc2)C(=O)c2cc(I)ccc21,5.48,CHEMBL210443,,test
O=CN(CCc1ccccc1)C(C(=O)NCCc1ccccc1)c1c(C(=O)O)[nH]c2cc(Cl)ccc12,5.48,CHEMBL4468113,,val
CCOc1ccc(N2C[C@H]3[C@@H](CS[C@]4(C(=O)Nc5cccc(Br)c54)[C@@H]3c3ccc(Br)cc3)CC2=O)cc1,5.47,CHEMBL4079450,,train
O=C1C[C@@H]2CS[C@]3(C(=O)Nc4cccc(Br)c43)[C@H](c3ccc(Br)cc3)[C@H]2CN1c1ccc(F)cc1,5.47,CHEMBL4097488,,train
COC(=O)C[C@@H]1CS[C@]2(C(=O)Nc3cccc(Br)c32)[C@H](c2ccc(Br)cc2)[C@H]1CNc1cccc(F)c1,5.47,CHEMBL4076023,,train
CC(/C=C/[C@@H]1C[C@]2(CO2)CC(C)(C)O1)=C\C[C@H]1OC[C@@H](NC(=O)/C=C\[C@H](C)OC(=O)N(C)C(C)C)CO1,5.47,CHEMBL3108938,,val
N#Cc1ccc(CN2C(=O)c3ccccc3C2(OCCCCO)c2ccc(Cl)cc2)cc1,5.46,CHEMBL1688261,,train
O=C1CN(C(=O)N2C(c3ccc4c(c3)NC(=O)CNC4=O)=N[C@@H](c3ccc(Cl)cc3)[C@H]2c2ccc(Cl)cc2)CCN1,5.46,CHEMBL5595519,,train
O=CN(Cc1ccc(OCc2ccc(Br)cc2)cc1)C(C(=O)NC12CC3CC(CC(C3)C1)C2)c1c(C(=O)O)[nH]c2cc(Cl)ccc12,5.46,CHEMBL4438701,,val
O=C(Nc1ccc(-c2csnn2)cc1)C1CC1,5.45,CHEMBL1446981,,train
Cc1cccc(-c2nc3nc(C(=O)O)nc(N[C@H](C)C4CC4)c3n2Cc2ccc(C(C)C)cc2)c1,5.45,CHEMBL5950243,,train
Cc1ccnc(NC(c2ccc(Cl)c(Cl)c2)c2ccc3cccnc3c2O)c1,5.44,CHEMBL3112895,,train
Nc1cc(Cl)ccc1CN1C(=O)c2cc(I)ccc2N(CCCN2CCOCC2)C(=O)[C@@H]1c1ccc(Cl)cc1,5.44,CHEMBL380178,,train
CC(=O)N[C@@H](CC(C)C)CN(CC(=O)N[C@@H](Cc1ccccc1)CN(CC(=O)N[C@@H](CCC(=O)O)CN1CC(=O)N[C@@H](Cc2c[nH]c3ccccc23)CN(S(C)(=O)=O)CC(=O)N[C@@H](CCCCN)CN(CC(=O)N[C@@H](CC(C)C)CN(CC(=O)N[C@@H](C)CN(CC(N)=O)S(C)(=O)=O)S(=O)(=O)CC(C)C)S(=O)(=O)CC/C=C/CCCCS1(=O)=O)S(C)(=O)=O)S(=O)(=O)c1ccc(Cl)cc1,5.44,CHEMBL4474794,,val
C[C@H](c1ccc(Cl)cc1)N1C(=O)C=C(c2ccccc2Br)N(CCCCC(=O)O)C(=O)[C@@H]1c1ccc(Cl)cc1,5.44,CHEMBL427316,,train
COC(=O)C[C@H]1CC(c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N(CC2CC2)C1=O,5.44,CHEMBL6011676,,train
CC(C)N1C(=O)[C@H]2CCC(=O)N2[C@@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,5.44,CHEMBL5807442,,train
C[C@@H](Nc1nc(C(=O)O)nc2nc(-c3ccc(C4CCCCC4)cc3)n(Cc3ccc(C(F)(F)F)cc3)c12)C1CCC1,5.43,CHEMBL5878611,,train
O=C1c2cc(Cl)c(Cl)cc2C(OCC2(CO)CC2)(c2ccc(Cl)cc2)N1Cc1ccc([N+](=O)[O-])cc1,5.43,CHEMBL1834381,,train
CCOC(=O)c1[nH]c2cc(Cl)ccc2c1C(C(=O)NC(C)(C)C)N(C=O)Cc1ccc(OCc2ccsc2)cc1,5.43,CHEMBL4564778,,train
Cc1noc([C@@H]2[C@@H](c3ccccc3)[C@H](C(F)(F)F)N[C@@]23C(=O)Nc2ccc([N+](=O)[O-])cc23)c1[N+](=O)[O-],5.43,CHEMBL4878828,,val
COc1ccc([C@H]2[C@H](C(F)(F)F)N[C@@]3(C(=O)Nc4ccccc43)[C@@H]2c2onc(C)c2[N+](=O)[O-])cc1OC,5.43,CHEMBL4855468,,train
O=C1[C@H](C[C@@H](O)CO)O[C@@H](c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N1CC1CC1,5.43,CHEMBL5945339,,train
O=C1c2ccc(F)cc2C(O)(c2ccc(Cl)cc2)N1Cc1ccc([N+](=O)[O-])cc1,5.42,CHEMBL3675211,,train
COCCOc1ccccc1N1CCN(C(=O)[C@@]2(Oc3ccc(C(F)(F)F)cc3)CN(C(=O)c3cnccc3C(F)(F)F)CC[C@H]2c2ccc(F)cc2)CC1,5.41,CHEMBL3233593,,train
COCCNC(=O)c1[nH]c2cc(Cl)ccc2c1C(C(=O)NC1CCCCC1)N(Cc1ccccc1)C(C)=O,5.4,CHEMBL3894915,,train
COC(=O)C(c1ccc(Cl)cc1)N1C(=O)c2ccc(Br)cc2NC(=S)C1c1ccc(Cl)cc1,5.4,CHEMBL2089210,,train
CC[C@H]1CN(C(=O)CC(=O)O)C[C@@H](c2ccc(Cl)cc2)N1c1ccc(Cl)cc1,5.4,CHEMBL5834165,,train
CCOC(=O)c1[nH]c2cc(Cl)ccc2c1C(C(=O)NC(C)(C)C)N(C=O)Cc1ccc(Cl)c(Cl)c1,5.4,CHEMBL3932541,,val
CC(C)(C)C[C@@H]1N[C@H](C(=O)NCCN2CCOCC2)[C@@H](c2cccc(Cl)c2F)[C@]12C(=O)Nc1cc(Cl)ccc12,5.4,CHEMBL378638,,val
